location,side_a,side_a_2nd,side_b,side_b_2nd,incompatibility,territory_name,cumulative_intensity,type_of_conflict,start_date,start_date2,ep_end,region
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,1984-09-01,1,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2003-06-14,1,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2005-12-02,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2005-12-02,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2005-12-02,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2005-12-02,0,3
Sri Lanka,Government of Sri Lanka,,LTTE,,1,Eelam,1,3,1975-07-27,2005-12-02,1,3
Cameroon,Government of Cameroon,Government of France,UPC,,2,,1,4,1960-01-31,1960-01-31,0,4
Cameroon,Government of Cameroon,,UPC,,2,,1,3,1960-01-31,1960-01-31,1,4
Cameroon,Government of Cameroon,,Military faction (forces of Ibrahim Saleh),,2,,1,3,1960-01-31,1984-04-06,1,4
Cameroon,Government of Cameroon,Government of Chad,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,4,1960-01-31,2015-01-12,0,4
Cameroon,Government of Cameroon,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,3,1960-01-31,2015-01-12,0,4
Cameroon,Government of Cameroon,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,3,1960-01-31,2015-01-12,1,4
Cameroon,Government of Cameroon,,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,,2,,1,3,1960-01-31,2020-09-29,0,4
Turkey,Government of Turkey,,PKK,,1,Kurdistan,0,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,0,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,0,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,1984-08-15,1,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
Turkey,Government of Turkey,,PKK,,1,Kurdistan,1,3,1983-05-01,2015-07-30,0,2
"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,,1,Common border,1,2,1998-05-06,1998-05-31,0,4
"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,,1,Common border,1,2,1998-05-06,1998-05-31,0,4
"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,,1,Common border,1,2,1998-05-06,1998-05-31,1,4
"Eritrea, Ethiopia",Government of Eritrea,,Government of Ethiopia,,1,Common border,1,2,1998-05-06,2016-06-13,1,4
Suriname,Government of Suriname,,SLA,,2,,0,3,1986-08-21,1987-10-12,1,5
Togo,Government of Togo,,MTD,,2,,0,3,1986-09-23,1986-09-23,1,4
South Yemen,Government of South Yemen,,YSP - AFI,,2,,1,3,1986-01-13,1986-01-13,1,2
Burkina Faso,Government of Burkina Faso,,Popular Front,,2,,0,3,1987-10-15,1987-10-15,1,4
Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Government of Senegal","Military Junta for the Consolidation of Democracy, Peace and Justice",,2,,0,4,1998-06-07,1998-06-07,0,4
Guinea-Bissau,Government of Guinea-Bissau,"Government of Guinea, Government of Senegal","Military Junta for the Consolidation of Democracy, Peace and Justice",,2,,0,4,1998-06-07,1998-06-07,1,4
DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Malawi, Government of South Africa, Government of Tanzania",BDK,,1,Kongo Kingdom,0,4,1998-07-02,2017-08-07,1,4
DR Congo (Zaire),Government of DR Congo (Zaire),"Government of Malawi, Government of South Africa, Government of Tanzania",BDK,,1,Kongo Kingdom,0,4,1998-07-02,2020-04-22,0,4
Comoros,Government of Comoros,,Presidential guard,,2,,0,3,1989-11-27,1989-11-29,1,4
Ethiopia,Government of Ethiopia,,ALF,,1,Afar,0,3,1975-06-30,1975-06-30,0,4
Ethiopia,Government of Ethiopia,,ALF,,1,Afar,0,3,1975-06-30,1975-06-30,1,4
Ethiopia,Government of Ethiopia,,ARDUF,,1,Afar,0,3,1975-06-30,1996-12-31,1,4
India,Government of India,,Kashmir insurgents,,1,Kashmir,0,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,0,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,Kashmir insurgents,,1,Kashmir,1,3,1984-02-06,1990-02-12,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1990-11-30,1,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,0,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,1,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,1,3,1983-12-31,1994-12-31,0,3
India,Government of India,,ULFA,,1,Assam,1,3,1983-12-31,1994-12-31,1,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,0,3,1989-05-02,1990-06-06,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,0,3,1989-05-02,1990-06-06,1,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,0,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,0,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,0,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,1,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,1,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,1,3,1989-05-02,1999-06-01,0,3
Indonesia,Government of Indonesia,,GAM,,1,Aceh,1,3,1989-05-02,1999-06-01,1,3
Panama,Government of Panama,,Military faction (forces of Mois̩s Giroldi),,2,,0,3,1989-10-03,1989-10-03,1,5
Lesotho,Government of Lesotho,"Government of Botswana, Government of South Africa",Military faction (Lesotho),,2,,0,4,1998-09-03,1998-09-22,1,4
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1990-02-07,1,3
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1992-08-02,0,3
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1992-08-02,0,3
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1992-08-02,0,3
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1992-08-02,0,3
Papua New Guinea,Government of Papua New Guinea,,BRA,,1,Bougainville,0,3,1989-04-06,1992-08-02,1,3
Romania,Government of Romania,,"Military faction (forces of Nicolae Ceausescu), NSF",,2,,0,3,1989-12-17,1989-12-22,1,1
Uzbekistan,Government of Uzbekistan,Government of Kyrgyzstan,IMU,,2,,0,4,1999-02-16,1999-03-30,1,3
Central African Republic,Government of Central African Republic,Government of Libya,Military faction (forces of Andr̩ Kolingba),,2,,0,4,2001-05-27,2001-06-01,0,4
Mali,Government of Mali,,MPA,,1,Azawad,0,3,1990-06-28,1990-07-21,0,4
Mali,Government of Mali,,FPLA,,1,Azawad,0,3,1990-06-28,1990-07-21,1,4
Mali,Government of Mali,,FIAA,,1,Azawad,0,3,1990-06-28,1994-10-04,1,4
Mali,Government of Mali,,ATNMC,,1,Azawad,0,3,1990-06-28,2007-08-31,0,4
Mali,Government of Mali,,ATNMC,,1,Azawad,0,3,1990-06-28,2007-08-31,0,4
Mali,Government of Mali,,ATNMC,,1,Azawad,0,3,1990-06-28,2007-08-31,1,4
Mali,Government of Mali,,CMA,,1,Azawad,0,3,1990-06-28,2012-01-24,1,4
Mali,Government of Mali,,CMA,,1,Azawad,1,3,1990-06-28,2014-05-17,0,4
Central African Republic,Government of Central African Republic,Government of France,Seleka,,2,,0,4,2001-05-27,2006-11-28,1,4
Niger,Government of Niger,,CRA,,1,Air and Azawad,0,3,1994-01-19,1994-05-16,1,4
Central African Republic,Government of Central African Republic,Government of Chad,Seleka,,2,,0,4,2001-05-27,2009-11-26,0,4
Rwanda,Government of Rwanda,,FPR,,2,,1,3,1990-10-01,1990-10-03,0,4
Rwanda,Government of Rwanda,,FPR,,2,,1,3,1990-10-01,1990-10-03,0,4
Rwanda,Government of Rwanda,,FPR,,2,,1,3,1990-10-01,1990-10-03,0,4
Rwanda,Government of Rwanda,,FPR,,2,,1,3,1990-10-01,1990-10-03,1,4
Rwanda,Government of Rwanda,,ALiR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,ALiR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,ALiR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,ALiR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,ALiR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,FDLR,,2,,1,3,1990-10-01,1996-07-12,0,4
Rwanda,Government of Rwanda,,FDLR,,2,,1,3,1990-10-01,1996-07-12,1,4
Central African Republic,Government of Central African Republic,Government of South Africa,"anti-Balaka, Seleka",,2,,0,4,2001-05-27,2009-11-26,1,4
Central African Republic,Government of Central African Republic,Government of Rwanda,"CPC, UPC (Ali Darass Fulani supporters)",,2,,1,4,2001-05-27,2018-05-17,0,4
United States of America,Government of United States of America,"Government of Australia, Government of Canada, Government of France, Government of Germany, Government of Italy, Government of Poland, Government of Turkey, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Australia, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Greece, Government of Italy, Government of Japan, Government of Jordan, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Spain, Government of Turkey, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of Denmark, Government of France, Government of Germany, Government of Italy, Government of Lithuania, Government of Netherlands, Government of New Zealand, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Belgium, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Italy, Government of New Zealand, Government of Pakistan, Government of Poland, Government of Portugal, Government of Romania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Belgium, Government of Canada, Government of Croatia, Government of Denmark, Government of Estonia, Government of France, Government of Germany, Government of Italy, Government of Kuwait, Government of Netherlands, Government of Norway, Government of Pakistan, Government of Poland, Government of Romania, Government of Saudi Arabia, Government of Slovakia, Government of Spain, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Germany, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
Senegal,Government of Senegal,,MFDC,,1,Casamance,0,3,1988-12-31,1990-08-31,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,0,3,1988-12-31,1992-09-01,0,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,0,3,1988-12-31,1992-09-01,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,0,3,1988-12-31,1995-04-27,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,0,3,1988-12-31,1997-03-18,0,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,1988-12-31,1997-03-18,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,1988-12-31,2000-04-11,0,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,1988-12-31,2000-04-11,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,1988-12-31,2003-01-20,1,4
Senegal,Government of Senegal,,MFDC,,1,Casamance,1,3,1988-12-31,2011-12-20,1,4
Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,,1,Nagorno-Karabakh,0,3,1990-01-19,1990-08-31,0,1
Russia (Soviet Union),Government of Russia (Soviet Union),,Republic of Armenia,,1,Nagorno-Karabakh,0,3,1990-01-19,1990-08-31,1,1
Russia (Soviet Union),Government of Russia (Soviet Union),,APF,,1,Azerbaijan,0,3,1990-01-20,1990-01-23,1,1
Trinidad and Tobago,Government of Trinidad and Tobago,,Jamaat al-Muslimeen,,2,,0,3,1990-07-27,1990-08-02,1,5
Djibouti,Government of Djibouti,,FRUD,,2,,0,3,1991-11-12,1991-11-13,0,4
Djibouti,Government of Djibouti,,FRUD,,2,,0,3,1991-11-12,1991-11-13,0,4
Djibouti,Government of Djibouti,,FRUD,,2,,0,3,1991-11-12,1991-11-13,0,4
Djibouti,Government of Djibouti,,FRUD,,2,,0,3,1991-11-12,1991-11-13,1,4
Djibouti,Government of Djibouti,,FRUD-C,,2,,0,3,1991-11-12,1999-07-24,1,4
Georgia,Government of Georgia,,National Guard and Mkhedrioni,,2,,0,3,1991-12-22,1991-12-28,0,1
Georgia,Government of Georgia,,Zviadists,,2,,0,3,1991-12-22,1991-12-28,0,1
Georgia,Government of Georgia,,Zviadists,,2,,0,3,1991-12-22,1991-12-28,1,1
Haiti,Government of Haiti,,Military faction (forces of Himmler Rebu and Guy Francois),,2,,0,3,1989-04-03,1989-04-08,1,5
Haiti,Government of Haiti,,Military faction (forces of Raol C̩dras),,2,,0,3,1989-04-03,1991-10-02,1,5
Haiti,Government of Haiti,,"FLRN, OP Lavalas",,2,,0,3,1989-04-03,2004-02-08,1,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Germany, Government of Pakistan, Government of Saudi Arabia, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Czech Republic, Government of Germany, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of Czech Republic, Government of France, Government of Germany, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Canada, Government of France, Government of Germany, Government of Jordan, Government of Netherlands, Government of Pakistan, Government of Romania, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of France, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Jordan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan, Government of United Kingdom",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,0,5
Sierra Leone,Government of Sierra Leone,,RUF,,2,,1,3,1991-03-23,1991-04-01,1,4
Turkey,Government of Turkey,,DHKP-C,,2,,0,3,1987-12-31,1991-07-13,0,2
Turkey,Government of Turkey,,DHKP-C,,2,,0,3,1987-12-31,1991-07-13,1,2
Turkey,Government of Turkey,,DHKP-C,,2,,0,3,1987-12-31,1995-07-16,1,2
Turkey,Government of Turkey,,MKP,,2,,0,3,1987-12-31,2005-06-17,1,2
Turkey,Government of Turkey,,"TAK, Yurtta Sulh Konseyi",,2,,0,3,1987-12-31,2016-02-17,1,2
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Slovenia,,1,Slovenia,0,3,1991-06-27,1991-06-28,1,1
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,"Croatian irregulars, Republic of Croatia",,1,Croatia,1,3,1991-07-09,1991-07-27,0,1
Serbia (Yugoslavia),Government of Serbia (Yugoslavia),,Republic of Croatia,,1,Croatia,1,3,1991-07-09,1991-07-27,1,1
Algeria,Government of Algeria,,Takfir wa'l Hijra,,2,,0,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AIS,,2,,0,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AIS, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,GIA,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, GIA",,2,,1,3,1985-08-27,1991-12-09,0,4
United States of America,Government of United States of America,"Government of Afghanistan, Government of Pakistan",al-Qaida,,2,,1,4,2001-09-11,2001-09-11,1,5
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,"AQIM, MUJAO",,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,0,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,1991-12-09,1,4
Algeria,Government of Algeria,,AQIM,,2,,1,3,1985-08-27,2020-12-02,0,4
Angola,Government of Angola,,FLEC-R,,1,Cabinda,0,3,1989-08-04,1991-12-31,0,4
Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,1989-08-04,1991-12-31,1,4
Angola,Government of Angola,,"FLEC-FAC, FLEC-R",,1,Cabinda,0,3,1989-08-04,1994-12-31,0,4
Angola,Government of Angola,,FLEC-FAC,,1,Cabinda,0,3,1989-08-04,1994-12-31,0,4
